cgpa,attendance,backlogs,study_hours,family_income,extracurricular,internships,coding_skill,communication_skill,projects,certifications,financial_stress,lms_engagement,mentor_sessions,dropout,placed,salary_lpa
8.32,71.3,0,3.9,1,5.3,1,6.3,6.6,1,0,9.3,65.9,0,1,1,10.63
7.2,66.8,1,0.0,1,6.4,0,5.6,7.4,2,3,9.0,92.2,1,1,1,8.77
7.46,82.8,0,2.3,4,6.5,3,5.2,7.3,2,1,0.2,88.1,0,0,1,8.0
7.07,94.2,0,4.6,2,10.0,2,6.3,5.9,3,0,2.2,48.5,1,1,1,9.22
7.0,75.4,0,2.8,3,9.2,0,7.1,5.1,1,3,2.9,52.5,0,0,1,8.13
6.06,60.2,0,5.2,1,1.6,2,9.3,7.8,1,1,6.0,87.3,1,1,1,11.88
7.41,62.8,0,4.9,1,5.2,0,4.3,4.3,4,2,4.3,71.9,0,1,1,8.36
6.87,83.5,1,1.0,2,4.6,1,5.8,5.7,0,1,1.1,71.5,0,0,1,7.24
9.72,100.0,0,3.0,1,8.3,1,5.3,3.5,2,2,8.1,23.8,2,1,1,10.98
9.05,83.5,0,2.5,2,4.8,0,7.9,7.3,0,1,6.8,78.3,2,0,1,9.27
7.5,72.6,1,1.0,4,6.5,2,10.0,8.3,2,0,1.6,54.4,1,0,1,11.16
6.01,88.7,1,0.9,3,0.4,0,7.9,3.9,3,0,5.6,64.7,0,1,1,7.2
5.55,74.6,2,1.9,2,2.2,0,7.3,5.5,0,1,7.2,45.9,2,1,1,8.19
8.55,72.7,1,2.2,2,10.0,0,7.6,4.8,2,1,0.0,93.0,2,0,1,8.54
7.34,64.6,0,3.7,2,5.6,1,8.4,8.0,1,2,6.5,40.5,3,1,1,10.75
7.62,97.7,1,4.9,2,3.3,2,10.0,8.6,0,1,4.9,99.1,2,0,1,11.54
4.73,42.5,0,4.0,3,6.0,0,1.6,4.8,3,3,0.0,60.6,2,0,1,5.4
8.21,89.2,0,4.4,2,3.2,1,6.9,0.0,0,1,7.3,56.7,3,1,1,8.73
7.59,71.5,0,2.8,1,4.9,1,0.0,8.1,3,1,6.2,42.3,3,1,1,8.72
5.56,72.3,1,4.2,1,2.3,0,7.7,5.9,2,1,2.3,49.5,3,1,0,6.38
6.39,100.0,1,3.0,4,3.8,0,6.8,5.9,3,0,3.9,55.9,1,0,1,7.68
7.34,68.0,0,2.5,3,4.6,0,4.2,7.7,0,3,4.4,62.7,2,1,1,7.27
7.07,68.5,0,6.2,4,8.0,1,0.0,5.1,1,0,4.2,70.8,0,1,1,5.39
6.62,76.2,1,0.0,2,6.5,0,5.5,4.5,3,0,0.6,55.8,3,1,1,6.53
6.87,83.8,2,0.2,2,6.9,0,6.0,5.1,0,1,4.3,70.8,2,1,1,5.86
6.67,71.8,0,3.8,2,5.4,0,5.4,6.8,2,0,2.7,83.7,1,1,1,7.18
7.2,56.0,2,2.8,4,7.3,2,4.1,7.6,3,1,2.6,81.2,2,0,1,10.17
8.91,65.9,0,0.9,1,3.6,1,3.4,9.1,1,1,2.1,72.5,4,0,1,8.56
3.66,95.9,1,1.5,3,3.9,0,5.4,6.6,2,3,1.4,70.0,0,1,1,6.83
6.69,79.0,1,1.7,1,6.4,0,3.7,5.5,0,2,9.5,38.8,2,1,0,7.93
7.23,84.3,0,4.6,1,4.9,1,7.4,7.6,0,2,8.7,64.2,1,0,1,9.34
7.38,74.3,0,5.1,1,5.5,1,5.3,3.9,0,0,8.2,38.3,4,1,1,8.23
6.52,68.8,1,5.8,2,5.1,0,1.5,8.6,2,0,8.4,80.3,1,0,1,7.17
4.72,100.0,2,0.7,3,8.3,0,5.9,6.2,1,2,0.0,65.8,1,0,1,7.91
7.43,75.4,2,1.0,4,8.4,1,6.5,5.3,2,0,2.9,82.6,0,0,1,10.83
9.25,71.8,0,0.9,2,4.1,1,9.2,3.9,2,3,5.6,83.5,0,0,1,11.02
5.01,93.3,1,5.3,2,1.6,0,7.6,7.1,2,1,4.1,68.8,1,0,1,8.65
8.12,67.9,0,3.9,3,3.9,1,3.4,5.2,0,1,0.0,46.5,2,0,1,7.52
6.57,69.7,1,3.3,1,3.5,1,8.8,5.6,4,1,8.0,15.1,3,1,1,10.5
6.92,78.1,0,3.6,3,7.3,1,2.3,2.5,3,3,5.4,70.9,0,0,1,7.45
5.63,78.0,0,3.1,3,7.5,0,5.6,4.9,5,1,2.6,56.6,6,0,1,8.91
6.57,81.6,0,1.4,2,3.2,1,7.2,4.7,3,1,6.9,76.0,2,0,1,8.25
8.69,100.0,0,4.0,1,3.8,1,8.9,6.6,1,3,6.3,74.0,0,0,1,11.38
7.76,82.7,4,2.9,1,2.2,0,9.8,5.3,3,1,7.5,72.0,2,0,0,8.63
9.25,44.7,0,1.3,2,5.8,0,8.4,0.5,0,1,2.9,64.9,1,1,1,7.53
8.53,82.6,2,4.1,4,5.4,1,5.2,5.0,1,0,3.5,26.8,3,0,1,7.6
7.57,78.5,0,2.5,2,7.2,0,6.8,2.9,0,0,5.6,85.3,0,0,1,7.69
9.27,78.6,2,3.6,2,6.6,0,6.0,3.7,0,1,4.5,34.9,1,1,1,8.5
7.57,81.4,0,3.0,2,6.8,0,3.9,7.8,1,5,0.0,47.1,0,0,1,9.87
8.08,77.6,0,4.6,3,2.1,2,5.2,2.4,4,1,4.4,53.4,1,0,1,10.39
6.61,77.3,1,3.6,2,4.1,0,9.6,6.4,1,1,5.6,60.4,2,0,1,8.92
7.09,86.6,0,1.8,1,7.6,0,7.0,4.8,1,2,3.8,53.6,1,0,1,11.33
6.09,70.4,2,3.7,3,4.3,1,10.0,4.4,4,0,5.3,48.9,1,1,1,9.91
8.29,64.7,0,3.8,2,1.9,0,3.0,3.8,1,2,5.6,76.1,1,1,1,5.28
5.47,100.0,0,4.0,2,7.3,1,4.6,6.4,1,1,5.9,33.4,2,1,0,5.47
8.02,68.0,0,4.9,2,4.2,0,6.5,6.7,2,0,4.1,51.7,1,0,1,9.25
6.75,79.4,2,2.2,1,7.8,0,7.2,2.3,0,0,2.1,18.1,0,0,1,4.92
8.52,57.1,2,4.3,4,5.5,0,5.2,8.1,1,0,0.0,39.4,1,0,1,8.43
7.98,79.6,0,0.4,3,4.9,0,7.3,3.4,0,1,5.6,28.7,2,0,1,7.46
9.37,64.9,0,3.0,4,8.5,0,7.3,6.6,1,0,0.5,74.7,0,0,1,11.37
7.95,71.8,0,2.8,4,2.6,0,2.3,3.4,1,0,1.2,63.7,2,0,0,4.47
4.96,92.6,0,5.5,2,8.7,0,7.2,4.9,2,0,6.9,43.8,0,1,1,7.86
6.91,84.6,2,2.9,2,4.1,0,8.0,3.2,1,3,0.1,0.0,2,1,1,7.89
5.48,86.0,0,4.2,3,5.9,0,6.2,4.7,1,0,0.3,29.5,1,0,1,5.8
6.33,53.2,0,0.4,1,5.9,1,1.3,5.4,0,1,7.8,38.0,2,1,1,7.09
8.96,100.0,0,2.6,4,4.6,0,4.9,3.5,2,1,3.2,52.8,1,0,1,7.38
7.83,61.3,0,1.8,1,3.8,0,6.5,6.4,2,1,1.4,75.2,0,1,1,7.61
6.09,99.4,1,7.2,2,4.7,0,3.5,6.7,0,1,4.0,31.2,0,0,1,5.32
5.68,92.3,1,2.1,3,3.3,0,7.6,10.0,1,0,4.4,33.0,3,1,1,6.94
7.04,86.1,0,3.3,4,9.8,0,7.2,7.7,1,0,0.5,26.5,1,1,1,6.46
5.42,66.0,1,3.4,2,4.4,0,5.8,8.2,3,1,1.7,60.1,0,1,1,6.77
6.13,80.1,1,0.7,2,8.0,0,5.5,2.3,0,0,1.1,16.6,0,0,1,3.8
7.41,71.4,0,2.4,2,7.8,1,5.9,1.9,2,1,6.9,24.7,1,1,1,6.92
8.5,78.4,0,3.8,2,6.3,0,5.5,5.2,1,0,7.4,69.4,0,0,1,6.77
7.79,74.5,0,3.3,3,5.2,0,2.5,9.4,0,1,5.7,90.5,2,0,1,7.18
4.02,49.5,2,0.0,2,5.9,2,4.5,10.0,1,2,7.8,61.3,1,1,1,6.21
7.4,93.7,0,2.3,3,6.8,1,5.7,4.4,4,0,6.9,53.7,0,0,1,9.26
7.09,76.9,0,4.8,1,5.7,0,8.8,4.6,1,0,2.5,100.0,0,1,1,5.86
7.54,71.2,1,4.1,2,2.1,1,7.1,6.9,3,4,7.3,49.6,1,1,1,9.46
9.1,70.2,0,5.1,4,1.5,1,8.9,5.4,2,2,3.3,49.6,1,1,1,10.76
4.32,83.0,1,1.6,2,8.8,0,2.3,5.5,3,1,9.4,49.3,1,1,1,4.55
6.23,65.5,0,5.2,2,0.0,0,4.7,7.1,2,1,10.0,90.0,0,1,1,7.14
7.77,46.4,0,3.1,2,5.9,0,10.0,10.0,3,1,4.6,70.8,2,1,1,9.57
4.94,83.7,0,5.7,4,5.0,1,3.8,8.4,2,0,2.3,70.6,0,0,1,8.76
8.92,85.3,0,3.2,1,5.9,0,3.7,9.5,2,0,5.1,66.5,2,1,1,10.19
7.48,75.2,0,0.0,1,3.0,0,4.9,2.1,1,1,6.2,50.9,3,1,1,3.7
8.1,61.9,0,4.6,3,6.3,2,10.0,7.9,1,0,4.5,53.5,2,1,1,11.93
6.26,79.2,1,2.5,3,6.0,0,4.0,3.9,4,0,10.0,40.7,0,1,1,6.12
8.06,57.5,0,2.6,2,10.0,0,6.8,9.2,2,2,5.3,52.1,1,0,1,9.5
8.39,63.6,0,0.9,2,5.8,0,6.4,8.5,1,1,4.0,65.7,1,0,1,8.87
7.3,67.5,0,5.8,2,8.5,0,1.1,7.0,3,2,5.0,56.1,1,1,1,5.81
7.3,89.8,0,2.4,4,2.2,0,5.5,4.3,1,0,1.1,76.2,1,0,1,6.77
7.35,72.9,0,5.7,3,7.7,1,4.2,4.8,3,1,0.1,65.3,0,0,1,9.69
5.88,71.7,1,2.5,4,6.0,0,7.1,5.0,2,2,2.7,63.8,0,1,1,9.72
6.81,100.0,2,1.7,4,6.1,0,9.5,7.3,0,3,8.4,42.6,1,1,1,9.24
6.8,82.9,1,5.3,2,6.1,0,4.7,6.6,0,0,7.0,35.5,2,1,1,4.67
7.5,82.7,0,3.1,2,9.3,0,4.7,8.6,3,1,3.9,37.5,0,0,0,8.12
8.3,72.8,0,3.1,3,6.1,1,10.0,9.0,1,0,4.8,81.8,1,0,1,10.6
5.62,69.7,2,1.1,3,3.8,2,3.9,4.1,2,0,9.8,25.5,3,1,1,8.44
6.84,47.4,0,2.5,3,4.1,2,2.4,6.8,0,1,4.5,63.8,2,1,1,5.76
8.93,91.6,0,3.9,1,7.3,2,8.7,6.7,1,1,4.0,63.8,0,0,1,9.09
6.03,84.3,0,1.1,4,6.5,0,5.4,5.6,0,1,3.2,46.3,0,1,1,5.59
5.93,75.5,3,2.3,3,2.1,0,6.2,7.7,3,0,5.5,59.3,2,1,1,8.42
7.26,76.1,0,2.5,3,6.6,2,10.0,6.8,2,0,5.0,63.4,1,1,1,9.83
8.1,88.3,0,3.3,2,3.1,0,2.3,4.7,1,1,8.3,36.9,3,0,1,6.02
7.01,56.2,0,5.6,2,6.5,0,5.1,5.5,4,0,5.2,44.2,0,0,1,8.51
8.73,69.7,0,2.7,3,3.7,0,2.7,5.1,2,2,0.0,57.3,2,0,1,5.75
8.11,62.1,1,2.1,3,4.9,1,6.3,4.3,5,3,5.1,57.9,0,1,1,10.15
8.09,100.0,0,7.6,1,4.3,0,4.2,5.6,2,1,6.9,31.6,2,0,1,7.87
7.72,90.3,0,2.5,2,8.8,1,2.8,3.2,0,2,5.8,60.1,1,1,0,7.33
10.0,47.2,0,2.9,3,6.4,1,7.2,6.7,2,0,2.0,60.8,0,1,1,10.06
6.73,56.8,1,2.6,4,8.3,0,5.5,8.6,2,1,7.6,78.3,1,1,0,9.69
4.4,76.1,2,2.8,1,10.0,1,2.6,5.9,4,1,3.5,57.9,3,1,1,5.66
9.09,71.4,0,3.3,1,5.6,0,2.8,7.7,2,1,3.7,50.3,1,0,1,8.84
6.4,59.5,1,4.7,2,8.8,0,6.0,6.1,0,1,4.5,73.7,4,1,0,8.14
7.14,100.0,0,3.8,1,4.0,1,1.7,3.8,2,0,9.1,80.6,1,0,1,3.22
8.7,82.4,0,4.9,1,8.3,0,6.0,9.8,1,0,9.2,30.6,1,1,1,10.68
4.92,84.6,0,4.9,2,3.7,0,8.6,1.0,5,1,6.5,47.8,2,1,1,6.46
5.37,68.3,1,3.5,2,5.5,1,7.0,5.8,3,0,7.1,16.0,0,1,0,7.55
4.92,88.1,3,3.8,2,6.7,2,4.1,4.3,0,0,2.0,39.0,2,0,1,7.17
5.97,72.7,1,5.0,2,7.0,0,6.1,9.0,0,1,1.1,87.9,1,0,1,6.82
7.57,74.0,0,1.4,4,2.7,0,2.6,6.2,1,1,2.1,36.7,1,1,0,6.37
7.68,86.6,0,7.2,2,3.6,4,5.8,10.0,4,1,7.0,67.5,2,1,1,13.14
7.36,55.2,0,2.4,3,6.8,0,4.7,5.9,0,1,6.1,66.4,0,0,1,7.05
5.16,100.0,3,2.6,1,4.7,1,3.1,4.3,2,1,4.0,46.5,0,1,1,4.8
4.0,80.6,1,1.3,3,2.4,2,6.9,2.4,2,1,1.8,49.1,0,0,1,8.45
7.07,95.9,2,1.3,3,5.3,0,1.0,8.0,0,1,6.7,86.0,2,1,0,5.92
6.39,62.9,1,4.8,1,5.2,2,2.8,4.1,4,0,6.4,77.0,1,1,1,5.69
7.6,65.1,0,6.8,3,5.9,0,3.0,5.0,0,0,0.0,100.0,2,0,1,5.72
7.91,61.7,0,2.3,3,6.7,2,4.3,8.3,3,1,1.4,7.1,1,0,1,10.05
7.18,81.5,0,3.8,2,6.5,1,8.5,7.9,1,1,6.1,68.9,1,0,1,9.26
7.99,78.9,0,3.6,3,3.8,0,7.2,4.6,1,2,1.3,10.5,3,0,1,6.76
7.3,71.5,1,4.8,2,4.6,1,5.7,4.9,2,1,2.7,57.3,1,0,1,6.78
7.69,63.8,1,6.7,2,7.5,0,5.6,2.3,0,1,2.8,53.7,1,1,0,5.97
6.08,60.3,1,5.6,4,4.3,0,5.5,1.7,2,0,5.0,35.2,1,1,0,6.38
6.77,77.3,1,2.8,1,4.6,0,8.7,7.3,3,1,6.0,46.0,0,0,1,10.65
7.26,71.5,0,4.0,1,2.2,0,1.3,7.5,1,1,9.9,52.1,2,1,1,4.46
8.07,68.4,0,4.2,1,5.4,1,7.3,6.5,2,2,5.0,66.8,0,0,1,9.31
6.49,99.7,2,3.2,4,6.3,1,4.3,6.2,3,1,2.5,35.1,1,1,1,5.51
7.68,76.8,0,1.4,1,1.2,1,6.7,4.4,0,2,6.8,43.3,1,1,1,8.41
6.65,95.8,1,1.9,1,3.1,0,6.7,8.7,1,1,4.6,68.4,1,1,1,9.82
6.85,70.5,3,5.0,3,2.4,0,7.2,2.2,2,2,0.3,72.4,0,0,0,8.86
8.08,81.4,0,5.2,3,7.2,2,9.1,4.9,2,0,3.2,100.0,0,0,1,10.25
4.41,77.2,3,2.9,2,1.3,0,2.3,6.1,2,2,3.3,61.4,2,1,1,4.76
5.31,54.2,2,3.6,4,5.3,0,7.8,5.8,3,1,2.7,70.7,0,1,1,7.51
5.07,98.0,0,5.1,1,7.1,1,5.4,5.8,0,1,4.6,53.5,0,1,1,6.16
3.97,76.1,0,0.5,2,5.9,2,4.4,4.8,1,0,6.0,86.1,1,1,1,6.02
6.12,88.4,0,2.5,2,4.5,0,10.0,6.9,3,0,4.2,39.4,3,1,1,8.84
7.97,67.5,0,6.4,2,6.3,0,7.1,3.4,1,1,1.3,56.7,1,0,1,7.98
6.63,75.7,2,3.7,3,7.8,0,4.5,5.5,0,0,2.6,63.0,1,0,1,4.81
7.26,65.9,1,1.4,2,5.3,2,7.7,6.7,2,1,2.2,67.8,0,1,1,10.59
8.42,95.3,0,3.4,1,0.6,1,5.4,5.1,1,0,10.0,76.7,0,0,1,8.95
8.73,82.4,0,4.8,1,8.0,0,4.5,5.8,0,2,6.1,53.9,4,0,1,10.48
6.91,83.1,0,0.0,1,6.4,0,4.1,6.2,2,2,7.5,75.9,1,0,1,7.81
8.76,97.0,0,3.5,3,5.4,1,6.2,2.3,3,2,3.8,29.7,0,1,1,9.15
7.12,94.2,0,2.6,1,1.1,0,4.1,2.5,1,1,10.0,63.0,1,1,0,7.84
5.91,88.7,0,0.6,4,4.8,0,5.9,6.1,3,1,0.1,20.3,3,0,1,9.02
6.23,58.1,0,3.3,1,3.6,0,7.5,4.6,1,2,4.2,53.5,1,1,1,6.92
5.08,68.3,2,3.0,4,2.8,0,5.8,4.7,2,0,5.6,100.0,0,1,1,8.06
5.85,63.9,0,3.2,3,5.2,0,10.0,6.9,3,0,2.8,63.3,1,0,1,9.48
6.53,88.2,3,2.6,1,4.3,2,5.5,3.8,0,3,4.3,48.5,1,1,1,6.6
8.04,80.4,1,1.6,1,4.5,3,8.6,1.0,2,1,4.7,68.3,3,1,1,9.64
9.24,58.5,0,0.9,3,7.1,1,7.7,9.1,1,2,8.4,57.1,1,1,1,10.34
5.2,75.4,1,2.1,1,6.1,0,9.0,8.2,2,1,10.0,35.5,1,1,1,10.19
7.51,57.1,0,4.6,1,4.4,1,10.0,8.2,0,0,6.9,21.1,1,1,1,10.23
5.65,77.3,2,3.6,3,4.1,1,1.4,3.6,1,1,4.5,57.8,3,0,1,5.15
7.62,54.8,0,3.1,4,4.5,0,6.1,5.6,3,1,4.8,54.1,3,1,1,8.39
6.83,85.4,0,1.5,3,5.0,0,5.2,3.3,2,1,4.9,52.9,0,0,1,9.06
4.62,83.3,2,2.6,3,6.8,1,5.8,5.7,0,2,4.4,74.9,2,0,1,6.44
8.21,100.0,0,4.4,2,3.2,2,4.6,5.1,3,0,4.0,85.8,2,0,1,8.62
6.21,89.9,2,4.0,3,8.7,0,4.3,3.6,1,2,2.6,72.9,1,0,1,7.46
6.31,72.1,0,2.4,2,6.8,2,3.0,6.8,1,1,6.1,51.7,1,1,1,7.53
5.61,89.5,1,0.0,3,0.0,0,5.7,5.3,1,1,4.3,61.1,2,1,1,8.07
6.15,58.4,0,2.1,3,5.7,0,7.6,9.2,2,0,7.4,80.7,2,1,1,8.01
7.56,64.5,0,2.4,2,7.8,1,4.4,6.0,1,2,4.4,76.2,1,0,1,8.25
6.75,82.7,0,1.7,4,6.4,0,4.7,0.7,1,3,0.9,70.2,3,1,0,8.29
7.43,47.8,0,2.5,2,4.6,0,3.9,2.2,4,0,1.6,49.0,2,1,1,6.23
7.47,77.5,0,4.5,2,5.4,1,3.2,10.0,4,1,3.2,80.7,0,1,1,10.05
8.72,63.7,0,3.1,2,5.9,1,5.0,5.1,2,1,1.7,86.9,0,1,1,7.11
6.55,79.4,1,4.8,1,7.2,1,6.3,6.3,1,0,8.6,76.4,2,0,1,8.68
5.08,62.9,0,0.8,2,2.4,2,8.4,5.8,1,0,4.0,100.0,0,0,1,7.78
8.39,83.9,0,2.7,4,4.2,0,2.8,8.6,3,1,1.2,75.0,0,0,1,9.04
6.57,78.3,0,0.1,2,9.1,0,5.4,2.0,0,2,6.1,82.9,1,1,1,4.97
8.45,97.6,0,2.5,3,5.6,0,8.2,8.5,3,2,8.5,72.8,2,1,1,11.73
7.5,78.1,0,1.5,2,8.9,1,2.8,8.3,1,0,4.0,57.4,1,1,0,7.25
6.83,67.2,1,5.3,3,10.0,1,8.4,5.8,2,1,1.4,36.5,4,0,1,9.81
7.45,74.5,0,3.9,3,4.4,2,4.5,6.6,3,1,3.1,44.6,4,0,1,9.3
9.54,59.2,0,4.8,1,2.9,0,7.1,5.1,2,3,1.7,44.8,2,1,1,9.9
9.7,83.7,0,2.5,2,4.9,2,5.0,2.4,2,0,6.2,35.8,3,0,1,8.5
7.09,86.3,1,1.6,3,7.9,2,6.6,7.0,2,0,5.3,54.3,1,1,1,8.29
7.21,100.0,0,1.5,1,8.2,0,9.2,6.3,5,2,5.0,60.1,3,0,1,11.26
8.4,69.3,0,3.6,2,10.0,0,5.2,6.3,2,1,2.4,83.8,0,0,1,7.08
5.9,74.3,0,6.1,2,5.4,0,7.8,6.8,1,1,10.0,35.9,0,1,1,7.65
7.43,69.9,0,3.9,1,6.6,2,6.1,4.6,0,0,3.2,77.8,2,0,1,7.17
6.97,81.0,4,2.6,4,3.9,1,3.7,8.8,1,2,1.3,65.4,2,1,1,7.61
7.41,83.3,1,2.9,4,0.0,0,5.2,5.8,2,1,3.1,67.5,2,0,1,5.59
5.92,77.3,1,3.1,3,5.4,1,5.0,6.9,4,0,6.0,58.1,2,1,1,9.29
4.93,93.2,1,6.4,1,3.0,0,2.3,5.3,0,0,5.7,100.0,3,0,1,4.9
4.31,69.4,1,5.2,4,6.9,0,6.6,7.9,2,0,3.1,44.3,0,0,1,6.65
5.55,91.8,1,3.6,2,1.4,1,7.0,6.0,4,1,6.4,48.8,2,1,1,8.9
6.4,85.5,1,3.4,4,3.9,0,7.4,5.6,2,0,10.0,62.4,2,1,1,9.04
6.62,77.8,1,3.7,1,6.1,3,8.8,8.2,1,0,4.7,67.9,2,0,1,10.04
9.52,73.6,0,4.0,1,6.3,1,7.7,2.4,1,3,4.8,64.5,0,0,1,11.48
8.44,100.0,0,2.5,3,5.4,0,4.1,5.2,3,2,3.8,59.0,0,1,1,7.44
5.75,66.6,1,1.8,4,9.6,0,4.6,4.6,2,2,4.6,70.5,1,1,0,6.47
7.45,82.2,0,4.9,1,9.0,0,7.4,6.5,1,1,10.0,72.0,1,0,1,6.95
6.47,67.5,1,3.2,2,4.0,0,6.4,6.4,5,1,4.7,59.2,1,1,1,10.2
6.63,100.0,0,4.7,2,9.0,2,5.5,5.8,1,2,6.3,96.7,0,0,1,8.29
7.24,90.4,0,5.8,4,9.4,0,3.5,4.4,2,1,0.0,68.8,2,0,1,6.95
7.8,68.5,0,4.0,3,5.2,0,4.3,5.8,0,0,4.1,54.5,3,0,1,5.8
6.56,85.2,2,3.8,4,5.6,0,6.8,6.4,5,1,3.0,84.9,0,1,1,8.7
8.38,81.6,0,8.3,3,5.4,0,1.0,5.4,2,2,6.3,19.4,1,1,1,5.52
5.52,70.8,0,3.5,3,4.1,3,0.1,8.0,2,4,2.8,37.5,1,1,1,6.71
7.01,88.6,0,1.5,2,4.3,2,7.1,7.0,3,2,2.2,55.9,0,0,1,8.55
10.0,83.5,0,2.8,1,8.4,0,4.3,5.8,0,1,6.5,36.4,3,1,1,7.82
7.29,81.0,0,5.7,3,6.5,0,6.6,1.1,1,1,0.4,76.1,3,0,1,6.16
8.86,77.4,0,1.1,2,4.3,0,9.1,5.4,0,1,3.2,75.4,2,0,1,11.86
7.12,84.0,0,2.0,2,3.5,3,3.2,7.1,2,1,5.1,92.6,3,0,1,7.61
7.76,81.2,0,5.0,1,3.8,0,1.7,5.2,1,0,0.5,48.4,1,1,1,4.93
6.93,78.8,0,2.8,3,5.1,0,4.9,6.4,3,0,3.4,71.3,3,0,1,8.25
6.78,69.0,1,3.0,3,7.5,0,3.9,5.4,1,1,7.6,85.6,1,1,1,5.28
5.99,100.0,0,4.9,2,3.6,1,5.4,6.3,1,1,1.3,63.3,3,0,1,7.25
7.56,63.3,2,2.1,4,7.5,0,6.7,8.6,4,2,1.4,79.7,3,0,1,10.56
5.89,84.0,1,0.9,2,5.9,0,6.3,7.4,3,2,6.4,58.0,0,1,1,8.81
7.87,73.5,0,1.0,1,5.8,1,5.6,3.2,4,0,7.9,86.3,0,1,1,8.57
8.41,100.0,0,4.1,1,7.8,0,7.9,2.5,1,1,6.1,44.8,3,0,1,8.25
7.48,65.4,2,3.6,2,7.4,1,7.0,6.7,2,0,4.6,29.0,1,1,1,10.07
6.63,67.7,1,2.1,1,2.4,1,5.1,8.1,4,1,9.8,52.4,1,1,1,10.19
7.59,64.4,0,1.3,3,3.1,0,7.0,2.5,2,1,4.5,58.2,1,1,1,7.86
6.6,82.5,1,2.8,3,5.0,0,1.9,5.4,0,1,1.6,68.8,2,1,1,5.68
8.22,58.8,0,5.0,2,6.3,0,7.9,10.0,0,0,5.3,69.0,2,1,1,8.63
4.62,71.3,1,1.9,3,8.5,0,5.6,5.3,2,0,3.7,45.8,0,1,1,7.12
6.56,47.9,0,2.1,4,5.6,1,2.7,10.0,1,0,2.0,40.0,1,1,1,7.9
4.41,81.4,1,1.3,2,9.2,0,4.5,4.2,0,1,1.1,92.5,0,0,1,4.4
5.06,71.0,2,2.6,1,3.9,1,7.9,4.5,2,1,6.0,57.2,1,1,1,7.26
8.77,57.2,0,3.7,1,4.3,2,3.7,4.4,1,1,7.3,50.5,1,0,1,10.45
8.16,93.2,0,6.6,3,4.8,0,6.4,3.2,5,2,5.7,66.4,1,0,1,8.63
6.06,59.7,0,3.5,2,3.7,1,7.5,2.4,4,1,5.0,40.6,1,1,0,8.18
5.05,89.2,2,3.1,3,8.1,0,5.6,5.4,5,0,4.1,45.7,5,1,1,5.64
3.5,68.2,0,4.6,3,0.0,2,3.5,6.1,2,3,2.7,75.8,3,1,1,7.73
6.29,100.0,0,4.3,2,4.4,1,5.4,4.4,1,2,7.2,39.7,2,0,1,6.81
10.0,88.5,0,2.3,1,8.0,1,2.3,4.8,1,0,3.3,33.4,1,0,1,7.73
7.57,63.9,3,6.9,1,4.8,1,4.4,8.7,0,1,4.8,52.9,0,1,1,7.91
6.27,65.2,1,3.2,2,7.9,0,3.0,7.7,3,0,3.1,65.2,1,1,1,9.09
7.6,86.5,0,3.6,3,10.0,1,5.4,5.3,3,0,3.7,87.5,0,0,1,10.37
4.97,74.3,1,4.1,3,5.7,0,2.6,6.7,2,1,7.0,66.8,0,1,1,5.71
6.61,75.6,4,3.8,2,8.1,0,5.7,2.5,3,0,2.3,70.3,2,1,0,6.08
7.13,95.8,0,5.6,3,10.0,2,8.1,6.3,1,0,4.6,39.5,0,0,1,9.69
6.89,67.5,3,2.3,2,6.4,2,8.3,5.7,1,1,5.7,63.7,0,1,1,9.53
8.03,79.3,0,4.5,1,5.4,1,2.6,5.1,4,2,3.8,37.6,1,1,1,10.0
7.45,91.4,0,3.5,1,7.5,1,4.0,5.9,2,2,5.6,78.3,0,0,1,10.88
7.87,89.3,2,4.8,1,8.1,1,7.5,5.5,1,2,3.9,62.3,1,1,0,9.75
6.11,75.8,1,2.9,1,5.4,0,7.1,3.2,3,0,6.2,59.0,3,1,1,8.13
8.17,74.0,0,2.6,2,4.4,2,4.1,9.2,2,0,4.7,70.1,3,0,1,11.47
9.12,53.7,0,4.4,3,9.3,1,4.4,7.7,4,0,7.5,50.2,2,1,1,10.2
5.74,63.2,1,3.8,1,4.9,0,5.7,5.0,2,1,4.2,50.3,0,1,1,5.89
5.85,82.5,2,1.9,1,8.1,0,1.3,2.3,0,3,5.6,41.0,2,0,0,4.22
8.74,76.1,0,5.4,1,6.1,0,6.7,0.9,1,0,5.1,95.6,1,1,1,7.48
6.75,79.0,3,4.4,1,9.5,0,8.0,9.8,1,0,9.1,55.4,0,1,1,7.92
8.82,92.5,0,3.1,1,3.6,1,4.6,5.5,3,1,4.9,53.7,1,1,1,9.11
6.42,61.4,2,2.5,1,3.6,0,2.2,7.3,2,1,4.0,73.9,1,1,1,4.5
8.89,74.7,0,3.8,1,7.4,0,8.7,3.9,0,1,4.2,60.2,1,0,1,6.81
7.17,80.6,0,4.3,4,3.0,1,6.0,5.2,2,2,1.2,13.6,0,0,1,8.58
7.34,68.1,2,0.6,2,5.8,0,7.1,5.3,2,2,3.7,100.0,0,0,1,8.33
9.03,98.0,0,3.8,1,8.9,1,2.5,6.3,1,2,4.0,50.4,3,0,1,10.07
6.53,90.7,0,4.2,2,1.6,1,2.5,6.0,2,0,5.0,43.2,0,1,0,5.95
5.78,82.1,1,0.0,1,6.4,1,6.5,4.0,2,2,3.0,56.7,1,1,1,8.17
